date,suhu,kelembaban_relatif,tekanan_udara,kecepatan_angin,curah_hujan,radiasi_gelombang_pendek,bulan,hari_dalam_tahun
2020-01-02 00:20:00,-3.94,91.2,1004.13,0.71,0.0,0.0,1,2
2020-01-02 00:30:00,-3.91,91.3,1004.11,0.72,0.0,0.0,1,2
2020-01-02 00:40:00,-3.86,92.0,1004.09,0.3,0.0,0.0,1,2
2020-01-02 00:50:00,-3.88,90.7,1004.0,0.44,0.0,0.0,1,2
2020-01-02 01:00:00,-4.23,90.1,1003.96,0.75,0.0,0.0,1,2
2020-01-02 01:10:00,-4.42,91.1,1003.86,0.76,0.0,0.0,1,2
2020-01-02 01:20:00,-4.42,92.6,1003.9,0.7,0.0,0.0,1,2
2020-01-02 01:30:00,-4.5,92.9,1003.76,0.91,0.0,0.0,1,2
2020-01-02 01:40:00,-4.31,93.9,1003.75,0.35,0.0,0.0,1,2
2020-01-02 01:50:00,-4.25,92.7,1003.72,0.82,0.0,0.0,1,2
2020-01-02 02:00:00,-4.2,93.1,1003.76,0.79,0.0,0.0,1,2
2020-01-02 02:10:00,-3.98,93.1,1003.73,0.29,0.0,0.0,1,2
2020-01-02 02:20:00,-4.07,91.2,1003.67,0.61,0.0,0.0,1,2
2020-01-02 02:30:00,-4.56,88.7,1003.51,1.56,0.0,0.0,1,2
2020-01-02 02:40:00,-4.78,89.7,1003.51,1.03,0.0,0.0,1,2
2020-01-02 02:50:00,-4.85,92.0,1003.49,0.76,0.0,0.0,1,2
2020-01-02 03:00:00,-4.86,92.5,1003.38,0.65,0.0,0.0,1,2
2020-01-02 03:10:00,-4.88,92.5,1003.27,0.39,0.0,0.0,1,2
2020-01-02 03:20:00,-4.91,91.7,1003.17,0.64,0.0,0.0,1,2
2020-01-02 03:30:00,-4.81,90.3,1003.12,0.83,0.0,0.0,1,2
2020-01-02 03:40:00,-5.03,91.1,1003.07,0.4,0.0,0.0,1,2
2020-01-02 03:50:00,-5.12,91.7,1003.08,0.37,0.0,0.0,1,2
2020-01-02 04:00:00,-4.72,92.2,1003.12,0.69,0.0,0.0,1,2
2020-01-02 04:10:00,-4.45,90.5,1003.22,0.61,0.0,0.0,1,2
2020-01-02 04:20:00,-4.54,89.6,1003.37,0.79,0.0,0.0,1,2
2020-01-02 04:30:00,-5.02,89.4,1003.32,0.69,0.0,0.0,1,2
2020-01-02 04:40:00,-5.39,90.9,1003.15,0.88,0.0,0.0,1,2
2020-01-02 04:50:00,-5.48,90.9,1002.99,0.94,0.0,0.0,1,2
2020-01-02 05:00:00,-5.43,89.9,1002.82,1.37,0.0,0.0,1,2
2020-01-02 05:10:00,-4.96,89.1,1002.67,1.09,0.0,0.0,1,2
2020-01-02 05:20:00,-4.87,85.4,1002.65,0.76,0.0,0.0,1,2
2020-01-02 05:30:00,-5.22,88.3,1002.67,0.94,0.0,0.0,1,2
2020-01-02 05:40:00,-5.43,89.8,1002.62,0.45,0.0,0.0,1,2
2020-01-02 05:50:00,-5.53,90.0,1002.55,0.59,0.0,0.0,1,2
2020-01-02 06:00:00,-5.45,91.3,1002.53,0.43,0.0,0.0,1,2
2020-01-02 06:10:00,-5.58,90.7,1002.51,0.7,0.0,0.0,1,2
2020-01-02 06:20:00,-5.78,90.8,1002.53,0.67,0.0,0.0,1,2
2020-01-02 06:30:00,-5.69,91.0,1002.53,0.41,0.0,0.0,1,2
2020-01-02 06:40:00,-5.44,90.3,1002.52,0.29,0.0,0.0,1,2
2020-01-02 06:50:00,-5.46,88.5,1002.44,0.4,0.0,0.0,1,2
2020-01-02 07:00:00,-5.47,89.7,1002.41,0.4,0.0,0.0,1,2
2020-01-02 07:10:00,-5.05,88.3,1002.37,0.31,0.0,0.0,1,2
2020-01-02 07:20:00,-4.94,87.4,1002.4,0.95,0.0,0.0,1,2
2020-01-02 07:30:00,-4.8,86.5,1002.4,1.49,0.0,0.0,1,2
2020-01-02 07:40:00,-4.91,86.6,1002.36,0.94,0.0,0.0,1,2
2020-01-02 07:50:00,-5.12,87.4,1002.35,0.53,0.0,0.0,1,2
2020-01-02 08:00:00,-5.13,86.8,1002.38,0.59,0.0,0.0,1,2
2020-01-02 08:10:00,-5.58,87.6,1002.36,1.09,0.0,0.0,1,2
2020-01-02 08:20:00,-5.66,90.2,1002.35,0.51,0.0,2.01,1,2
2020-01-02 08:30:00,-5.44,90.4,1002.27,0.46,0.0,23.14,1,2
2020-01-02 08:40:00,-4.73,87.5,1002.18,0.74,0.0,47.69,1,2
2020-01-02 08:50:00,-4.44,84.4,1002.21,0.93,0.0,67.4,1,2
2020-01-02 09:00:00,-4.39,83.7,1002.19,0.66,0.0,85.51,1,2
2020-01-02 09:10:00,-4.71,84.0,1002.25,1.16,0.0,103.02,1,2
2020-01-02 09:20:00,-4.68,86.2,1002.19,0.53,0.0,120.12,1,2
2020-01-02 09:30:00,-4.13,82.9,1002.05,0.86,0.0,144.27,1,2
2020-01-02 09:40:00,-4.07,82.8,1002.01,1.22,0.0,180.28,1,2
2020-01-02 09:50:00,-4.04,82.8,1002.0,1.24,0.0,218.91,1,2
2020-01-02 10:00:00,-4.16,83.6,1001.81,0.94,0.0,256.34,1,2
2020-01-02 10:10:00,-3.81,83.9,1001.66,1.13,0.0,284.1,1,2
2020-01-02 10:20:00,-3.53,83.6,1001.66,0.74,0.0,305.23,1,2
2020-01-02 10:30:00,-3.02,81.4,1001.57,1.33,0.0,321.73,1,2
2020-01-02 10:40:00,-2.78,80.2,1001.52,0.79,0.0,341.05,1,2
2020-01-02 10:50:00,-1.87,77.0,1001.42,1.11,0.0,358.35,1,2
2020-01-02 11:00:00,-1.24,73.7,1001.32,1.19,0.0,377.06,1,2
2020-01-02 11:10:00,-0.91,72.7,1001.39,0.95,0.0,387.12,1,2
2020-01-02 11:20:00,-0.56,71.4,1001.38,1.04,0.0,386.92,1,2
2020-01-02 11:30:00,-0.59,71.4,1001.18,0.84,0.0,381.09,1,2
2020-01-02 11:40:00,-0.19,70.2,1001.01,0.77,0.0,376.26,1,2
2020-01-02 11:50:00,0.48,67.31,1000.87,1.01,0.0,368.41,1,2
2020-01-02 12:00:00,1.06,65.15,1000.7,1.67,0.0,357.75,1,2
2020-01-02 12:10:00,1.8,61.45,1000.49,1.71,0.0,338.03,1,2
2020-01-02 12:20:00,1.92,61.68,1000.23,1.96,0.0,318.51,1,2
2020-01-02 12:30:00,2.72,59.96,1000.03,1.56,0.0,298.59,1,2
2020-01-02 12:40:00,3.47,58.23,999.8,1.29,0.0,274.45,1,2
2020-01-02 12:50:00,4.37,55.33,999.66,1.31,0.0,251.31,1,2
2020-01-02 13:00:00,4.98,52.83,999.58,1.01,0.0,232.8,1,2
2020-01-02 13:10:00,5.58,50.54,999.46,1.86,0.0,229.18,1,2
2020-01-02 13:20:00,5.73,52.29,999.3,1.32,0.0,221.93,1,2
2020-01-02 13:30:00,6.06,52.72,999.16,1.17,0.0,213.48,1,2
2020-01-02 13:40:00,6.47,53.29,999.06,1.02,0.0,205.84,1,2
2020-01-02 13:50:00,6.47,53.8,998.98,1.29,0.0,196.18,1,2
2020-01-02 14:00:00,6.22,55.42,998.88,1.04,0.0,184.71,1,2
2020-01-02 14:10:00,5.88,58.09,998.9,1.47,0.0,172.84,1,2
2020-01-02 14:20:00,5.71,60.07,998.87,1.1,0.0,160.16,1,2
2020-01-02 14:30:00,5.91,59.87,998.81,1.59,0.0,146.48,1,2
2020-01-02 14:40:00,5.7,60.77,998.71,1.8,0.0,133.2,1,2
2020-01-02 14:50:00,5.41,61.54,998.69,1.61,0.0,118.71,1,2
2020-01-02 15:00:00,5.66,60.22,998.65,2.44,0.0,104.63,1,2
2020-01-02 15:10:00,5.77,59.89,998.66,1.82,0.0,88.33,1,2
2020-01-02 15:20:00,5.61,61.08,998.66,1.3,0.0,68.41,1,2
2020-01-02 15:30:00,5.47,61.8,998.75,0.87,0.0,49.09,1,2
2020-01-02 15:40:00,5.49,61.73,998.82,1.62,0.0,31.79,1,2
2020-01-02 15:50:00,4.96,63.64,998.94,1.39,0.0,19.72,1,2
2020-01-02 16:00:00,4.28,66.44,998.97,0.94,0.0,10.46,1,2
2020-01-02 16:10:00,3.69,68.68,999.12,1.04,0.0,6.04,1,2
2020-01-02 16:20:00,3.36,70.1,999.13,0.94,0.0,1.81,1,2
2020-01-02 16:30:00,3.25,69.98,999.28,1.26,0.0,0.0,1,2
2020-01-02 16:40:00,3.18,69.27,999.39,1.77,0.0,0.0,1,2
2020-01-02 16:50:00,3.06,70.5,999.44,2.11,0.0,0.0,1,2
2020-01-02 17:00:00,2.88,70.2,999.45,1.67,0.0,0.0,1,2
2020-01-02 17:10:00,2.61,71.3,999.51,1.68,0.0,0.0,1,2
2020-01-02 17:20:00,2.32,72.3,999.52,0.88,0.0,0.0,1,2
2020-01-02 17:30:00,1.91,74.4,999.59,1.37,0.0,0.0,1,2
2020-01-02 17:40:00,1.42,76.1,999.56,1.89,0.0,0.0,1,2
2020-01-02 17:50:00,1.41,77.0,999.58,2.66,0.0,0.0,1,2
2020-01-02 18:00:00,1.41,76.3,999.58,2.35,0.0,0.0,1,2
2020-01-02 18:10:00,1.12,77.2,999.68,2.3,0.0,0.0,1,2
2020-01-02 18:20:00,1.16,77.3,999.67,1.72,0.0,0.0,1,2
2020-01-02 18:30:00,0.91,77.9,999.71,1.41,0.0,0.0,1,2
2020-01-02 18:40:00,0.62,78.9,999.83,0.5,0.0,0.0,1,2
2020-01-02 18:50:00,0.15,80.4,999.98,1.5,0.0,0.0,1,2
2020-01-02 19:00:00,-0.08,81.7,999.99,0.94,0.0,0.0,1,2
2020-01-02 19:10:00,-0.22,82.5,1000.07,0.75,0.0,0.0,1,2
2020-01-02 19:20:00,-0.25,82.4,1000.11,1.34,0.0,0.0,1,2
2020-01-02 19:30:00,-0.47,83.0,1000.05,1.89,0.0,0.0,1,2
2020-01-02 19:40:00,-0.46,83.3,1000.04,1.9,0.0,0.0,1,2
2020-01-02 19:50:00,-0.71,84.2,1000.14,2.53,0.0,0.0,1,2
2020-01-02 20:00:00,-0.29,83.9,1000.08,2.27,0.0,0.0,1,2
2020-01-02 20:10:00,-0.36,83.6,1000.15,1.91,0.0,0.0,1,2
2020-01-02 20:20:00,-0.52,84.0,1000.06,2.07,0.0,0.0,1,2
2020-01-02 20:30:00,-0.56,84.4,1000.02,1.65,0.0,0.0,1,2
2020-01-02 20:40:00,-0.53,84.5,999.93,1.79,0.0,0.0,1,2
2020-01-02 20:50:00,-0.59,84.7,999.81,1.7,0.0,0.0,1,2
2020-01-02 21:00:00,-0.49,85.1,999.7,1.42,0.0,0.0,1,2
2020-01-02 21:10:00,-0.42,85.1,999.58,0.93,0.0,0.0,1,2
2020-01-02 21:20:00,-0.19,84.9,999.54,0.85,0.0,0.0,1,2
2020-01-02 21:30:00,-0.07,84.6,999.54,1.02,0.0,0.0,1,2
2020-01-02 21:40:00,-0.01,84.9,999.51,1.39,0.0,0.0,1,2
2020-01-02 21:50:00,0.06,85.2,999.34,2.18,0.0,0.0,1,2
2020-01-02 22:00:00,0.09,85.3,999.17,2.34,0.0,0.0,1,2
2020-01-02 22:10:00,0.33,85.1,999.05,2.67,0.0,0.0,1,2
2020-01-02 22:20:00,0.47,84.3,998.96,2.28,0.0,0.0,1,2
2020-01-02 22:30:00,0.35,84.6,998.84,2.21,0.0,0.0,1,2
2020-01-02 22:40:00,0.22,85.4,998.69,1.65,0.0,0.0,1,2
2020-01-02 22:50:00,0.26,85.5,998.56,2.51,0.0,0.0,1,2
2020-01-02 23:00:00,0.25,85.7,998.56,0.81,0.0,0.0,1,2
2020-01-02 23:10:00,0.46,85.9,998.55,2.26,0.0,0.0,1,2
2020-01-02 23:20:00,0.74,85.4,998.66,2.64,0.0,0.0,1,2
2020-01-02 23:30:00,0.79,84.9,998.68,1.72,0.0,0.0,1,2
2020-01-02 23:40:00,0.72,85.2,998.59,0.69,0.0,0.0,1,2
2020-01-02 23:50:00,0.75,85.7,998.53,0.9,0.0,0.0,1,2
2020-01-03 00:00:00,0.88,85.8,998.45,1.49,0.0,0.0,1,3
2020-01-03 00:10:00,0.93,86.0,998.39,1.19,0.0,0.0,1,3
2020-01-03 00:20:00,0.88,85.9,998.25,1.06,0.0,0.0,1,3
2020-01-03 00:30:00,0.69,86.6,998.07,0.49,0.0,0.0,1,3
2020-01-03 00:40:00,0.74,87.2,997.99,1.1,0.0,0.0,1,3
2020-01-03 00:50:00,0.92,87.5,998.01,0.69,0.0,0.0,1,3
2020-01-03 01:00:00,1.42,86.6,997.93,1.18,0.0,0.0,1,3
2020-01-03 01:10:00,1.67,86.0,997.77,2.45,0.0,0.0,1,3
2020-01-03 01:20:00,1.9,85.4,997.67,2.8,0.0,0.0,1,3
2020-01-03 01:30:00,1.99,85.0,997.57,2.61,0.0,0.0,1,3
2020-01-03 01:40:00,2.01,85.0,997.41,2.38,0.0,0.0,1,3
2020-01-03 01:50:00,2.08,84.9,997.26,2.13,0.0,0.0,1,3
2020-01-03 02:00:00,1.96,85.1,997.14,3.7,0.0,0.0,1,3
2020-01-03 02:10:00,1.78,85.8,997.01,3.61,0.0,0.0,1,3
2020-01-03 02:20:00,1.63,86.5,997.04,3.68,0.0,0.0,1,3
2020-01-03 02:30:00,1.54,86.7,996.96,3.85,0.0,0.0,1,3
2020-01-03 02:40:00,1.57,87.2,996.86,3.99,0.0,0.0,1,3
2020-01-03 02:50:00,1.74,86.6,996.71,3.13,0.0,0.0,1,3
2020-01-03 03:00:00,1.92,86.9,996.73,3.21,0.0,0.0,1,3
2020-01-03 03:10:00,2.38,85.4,996.59,4.06,0.0,0.0,1,3
2020-01-03 03:20:00,2.65,85.1,996.44,5.42,0.0,0.0,1,3
2020-01-03 03:30:00,2.95,84.3,996.37,5.63,0.0,0.0,1,3
2020-01-03 03:40:00,3.07,84.0,996.32,4.63,0.0,0.0,1,3
2020-01-03 03:50:00,3.25,83.7,996.26,5.04,0.0,0.0,1,3
2020-01-03 04:00:00,3.05,83.5,996.14,3.14,0.0,0.0,1,3
2020-01-03 04:10:00,2.87,84.6,996.12,2.67,0.0,0.0,1,3
2020-01-03 04:20:00,2.84,84.7,996.04,3.34,0.0,0.0,1,3
2020-01-03 04:30:00,2.9,85.1,995.89,4.67,0.0,0.0,1,3
2020-01-03 04:40:00,2.95,85.1,995.81,4.52,0.0,0.0,1,3
2020-01-03 04:50:00,3.14,85.1,995.67,5.2,0.0,0.0,1,3
2020-01-03 05:00:00,3.26,84.9,995.58,4.98,0.0,0.0,1,3
2020-01-03 05:10:00,3.27,84.9,995.53,3.9,0.0,0.0,1,3
2020-01-03 05:20:00,3.27,85.0,995.54,2.9,0.0,0.0,1,3
2020-01-03 05:30:00,3.11,84.5,995.5,3.41,0.0,0.0,1,3
2020-01-03 05:40:00,2.5,85.9,995.45,3.65,0.0,0.0,1,3
2020-01-03 05:50:00,2.32,87.0,995.42,3.83,0.0,0.0,1,3
2020-01-03 06:00:00,2.33,87.3,995.36,4.12,0.0,0.0,1,3
2020-01-03 06:10:00,2.44,87.2,995.35,3.68,0.0,0.0,1,3
2020-01-03 06:20:00,2.57,86.3,995.33,4.27,0.0,0.0,1,3
2020-01-03 06:30:00,2.62,85.7,995.27,4.29,0.0,0.0,1,3
2020-01-03 06:40:00,2.67,85.4,995.2,3.71,0.0,0.0,1,3
